Degree,N,Solve Time,Objective Value,Integral of Square Error
3,31,0.184570312500000,3.079460336367220,0.060207406269631
3,32,0.181009769439697,3.142968199619486,0.060179393814258
3,33,0.209074735641480,3.205923301413660,0.060158437107728
3,34,0.241182565689087,3.268966993159235,0.060167188742163
3,35,0.262779474258423,3.332041621752820,0.060171414204440
3,36,0.266232490539551,3.394949466969275,0.060166055913032
3,37,0.262596845626831,3.457517330538288,0.060147529758371
3,38,0.299536466598511,3.519752844614474,0.060140307419250
3,39,0.331337928771973,3.582095774659592,0.060146012277301
3,40,0.355253696441650,3.644447973310253,0.060148317138738
3,41,0.400049448013306,3.706667500417668,0.060144090807233
3,50,1.990682840347290,4.261915947552782,0.060126807592375
4,5,0.011977434158325,1.000000000000000,0.111111111462951
4,6,0.017087459564209,1.101124297906608,0.084678829586152
4,7,0.014756441116333,1.281723593464875,0.076521224351103
4,8,0.018194198608398,1.412711534567626,0.066879257501064
4,9,0.019610404968262,1.527553842959935,0.065624267940096
4,10,0.024516344070435,1.656023436592094,0.065658479874427
4,11,0.025969982147217,1.777626739362011,0.064580578244218
4,12,0.029815435409546,1.887237130055162,0.062933506337003
4,13,0.035324096679688,1.988085622108318,0.062202702590920
4,14,0.043763399124146,2.087593761989477,0.061894800079679
4,15,0.041913747787476,2.183521277266700,0.061896738777164
4,16,0.052020788192749,2.276231175171869,0.061627945197912
4,17,0.058643341064453,2.364260716912636,0.061094165716726
4,18,0.065451383590698,2.448160067830170,0.060933868280269
4,19,0.070376157760620,2.530661479689646,0.060910199755056
4,20,0.096215486526489,2.610967294473209,0.060785441073500
4,21,0.119269609451294,2.688590855710767,0.060585288311006
4,22,0.103859186172485,2.763826405055036,0.060442672843900
4,23,0.128657817840576,2.838380696908793,0.060473569784866
4,24,0.153823137283325,2.912239585430982,0.060453218254856
4,25,0.150882959365845,2.984888111124490,0.060411237545890
4,26,0.173582553863525,3.056120493538792,0.060321403034941
4,27,0.169935941696167,3.125958994028407,0.060270785833217
4,28,0.224199771881104,3.195583972684668,0.060280574699805
4,29,0.234785556793213,3.264804371121430,0.060281489529174
4,30,0.328555822372436,3.333412330748585,0.060261684746098
4,31,0.287470102310181,3.401147891552479,0.060215729820396
4,32,0.383688211441040,3.468162378561651,0.060200816193259
4,33,0.373416423797607,3.535060262854808,0.060207913950628
4,34,0.364489316940308,3.601694551644896,0.060205958905287
4,35,0.540594577789307,3.667908622600488,0.060194906838364
4,36,0.402767896652222,3.733552409358320,0.060169269648011
4,37,0.379053115844727,3.798804323956495,0.060166952917298
4,38,0.442685842514038,3.864008832159346,0.060171358128748
4,39,0.658969640731812,3.929020266680374,0.060169313844384
4,40,0.509960651397705,3.993716396333706,0.060160719030751
4,41,0.552388191223144,4.058008015225260,0.060144271041837
5,6,0.024275302886963,1.000000000000003,0.090909095496853
5,7,0.010216474533081,1.197163218794198,0.083091141953610
5,8,0.019824981689453,1.384156877858514,0.070687271163865
