Degree,N,Solve Time,Objective Value,Integral of Square Error
4,29,2.829709768295288,0.002477928209012,0.062199651124988
4,30,3.103150367736816,0.002352301062587,0.062287959261141
4,31,3.442588567733764,0.002236550393659,0.062372256046856
4,32,3.134825706481934,0.002136206531299,0.063829233478837
4,33,3.757710695266724,0.002036017511030,0.063690742689005
4,34,3.841184854507446,0.001944361441440,0.063770999393531
4,35,4.833954811096191,0.001859724002651,0.063971069499522
4,36,4.358126163482666,0.001781329703683,0.064263297019275
4,37,4.892089366912842,0.001708161475013,0.064539762038647
4,38,4.992315292358398,0.001639551317359,0.064753010335321
4,39,5.253232240676880,0.001577009566811,0.065341905667728
4,40,5.590416431427002,0.001516319449854,0.065428297199627
5,6,0.029492139816284,0.004491575920720,0.174001021973844
5,7,0.022876739501953,0.007492095565577,0.122897816170363
5,8,0.039103507995605,0.008708340278300,0.087136939556771
5,9,0.052631139755249,0.008773928520302,0.077469981145659
5,10,0.265011548995972,0.008262857390828,0.073450501678563
5,11,0.192712783813477,0.007591167181031,0.072081496623621
5,12,0.164798498153687,0.006933600907434,0.072453675786650
5,13,0.184514284133911,0.006341819959726,0.072321918789447
5,14,0.246380567550659,0.005815164347836,0.071318295138656
5,15,0.385916233062744,0.005347293178028,0.070027231539910
5,16,0.556614398956299,0.004931572169381,0.069096638615404
5,17,0.727362155914307,0.004560289014847,0.067591873740909
5,18,0.919006109237671,0.004229241516755,0.066654794179726
5,19,1.042373657226562,0.003932917913993,0.065937211145653
5,20,5.514645814895630,0.003666737812030,0.065227080837592
5,21,1.011157989501953,0.003427745604958,0.064913526649822
5,22,2.978384256362915,0.003210466192142,0.064363111609828
5,23,2.849125385284424,0.003015631311821,0.064419632827981
5,24,5.878746271133423,0.002837933407042,0.064377619637898
5,25,3.399661064147949,0.002674458251297,0.063878425973830
5,26,4.890345096588135,0.002526976096963,0.063993017181254
5,27,10.847433805465698,0.002389991405751,0.063453724805233
5,28,11.683574438095093,0.002275522320074,0.066411497050247
5,29,14.583130359649658,0.002161332167358,0.066536859401403
5,30,11.957805395126345,0.002047557307064,0.064237983997508
5,31,10.759287834167480,0.001960357368038,0.067405219997628
5,32,21.546118497848511,0.001869940391190,0.066764213218479
5,33,5.258702278137207,0.001789180058762,0.068531040339018
5,34,6.019573450088501,0.001712101177603,0.068976829800999
5,35,6.596259117126465,0.001639607551600,0.069214488409334
5,36,6.663634300231934,0.001572605068230,0.069656716808903
5,37,6.032608032226562,0.001518893562145,0.072725455821281
5,38,5.867461681365967,0.001461964514137,0.073534707176245
5,39,7.122239828109741,0.001408599783333,0.074342764108064
5,40,8.204307079315186,0.001358486216846,0.075146124272764
5,50,14.722582578659058,0.000988465703715,0.082675493119832
